Date,Timestamp,Account No,Balance,Amount,Third Party Account No,Third Party Name
30/01/2023,17:52,658100753,3056.063878,-50.07,,Coop Local
31/01/2023,00:00,916374214,5500.11257,5292.8,,Green Park Academy
31/01/2023,00:00,938302791,2809.7,2841.66,,Lavender Primary
31/01/2023,00:00,157033995,1899.1733,1675,,Fitted Stitch
30/01/2023,23:59,157033995,1159.1733,-740,619428091,
30/01/2023,23:59,619428091,3021.981749,740,157033995,
31/01/2023,00:00,235567196,1427.5123,1900,,Revella
30/01/2023,23:59,235567196,927.5123,-500,618747955,
30/01/2023,23:59,618747955,713.9798627,500,235567196,
31/01/2023,07:50,618363727,2380.795745,-3.3,,Full of Beans
31/01/2023,07:52,184102451,27.69,-3.5,,Full of Beans
31/01/2023,09:28,266056908,2400.198972,-6.99,,Foyles
31/01/2023,09:35,618747955,665.9998627,-47.98,,JD Sports
31/01/2023,09:47,619428091,3018.981749,-3,,Hobbycraft
31/01/2023,09:47,618747955,606.0298627,-59.97,,Collector Cave
31/01/2023,09:56,618747955,552.0498627,-53.98,,JD Sports
31/01/2023,10:07,184102451,-14.28,-41.97,,Hobbycraft
31/01/2023,10:33,213904562,1801.19015,-109.98,,JD Sports
31/01/2023,10:46,213904562,1691.22015,-109.97,,Collector Cave
31/01/2023,11:45,213904562,1666.26015,-24.96,,Foyles
31/01/2023,12:40,618747955,500.0598627,-51.99,,JD Sports
31/01/2023,14:09,618747955,444.0798627,-55.98,,Five Senses Art
31/01/2023,15:36,213904562,1616.27015,-49.99,,JD Sports
31/01/2023,17:00,157033995,1114.1933,-44.98,,JD Sports
31/01/2023,17:30,157033995,1094.2033,-19.99,,Collector Cave
31/01/2023,17:30,313806474,2020.239003,-20.97,,Daunt Books
31/01/2023,17:46,938302791,2774.72,-34.98,,Hobbycraft
31/01/2023,17:57,938302791,2738.76,-35.96,,Daunt Books
31/01/2023,18:12,157033995,845.88565,-248.32,,Tesco Express
31/01/2023,18:47,266056908,2290.134822,-110.06,,Sainsbury Local
31/01/2023,19:01,908273315,-29.36899658,-154.07,,Tesco Express
31/01/2023,21:40,618363727,2365.295745,-15.5,,Rose & Crown
31/01/2023,21:57,618363727,2341.295745,-24,,Rose & Crown
01/02/2023,00:00,618363727,4831.295745,2490,,Amazon
01/02/2023,00:00,658100753,5926.063878,2870,,Pets Corner
01/02/2023,00:00,313806474,5707.239003,3687,,Halifax
31/01/2023,23:59,313806474,4807.239003,-900,213904562,
31/01/2023,23:59,213904562,2516.27015,900,313806474,
01/02/2023,00:00,266056908,4002.134822,1712,,Kew House
01/02/2023,00:00,619428091,4614.981749,1596,,Happy Days Home
01/02/2023,00:00,417831169,3454.122068,2870,,Pets at Home
31/01/2023,23:59,417831169,1154.122068,-2300,684967752,
31/01/2023,23:59,684967752,1573.80375,2300,417831169,
01/02/2023,00:00,684967752,832.80375,-741,,LBG
01/02/2023,00:00,157033995,107.88565,-738,,Halifax
01/02/2023,00:00,710597922,-848.6501096,-695,,Halifax
01/02/2023,00:00,618363727,4005.295745,-826,,Halifax
01/02/2023,00:00,835307842,-947.6713222,-780,,Halifax
01/02/2023,00:00,189418402,-682.52785,-741,,Halifax
01/02/2023,00:00,313806474,3905.239003,-902,,LBG
01/02/2023,00:00,938302791,2019.76,-719,,Halifax
01/02/2023,00:00,916374214,4750.11257,-750,,LBG
01/02/2023,00:00,235567196,29.5123,-898,,Halifax
31/01/2023,23:59,303145527,-964.3904267,-100,,Grand Union BJJ
31/01/2023,23:59,303145527,-980.3804267,-15.99,,Netflix
31/01/2023,23:59,303145527,-987.3804267,-7,,Xbox
31/01/2023,23:59,303145527,-994.3804267,-7,,Xbox
31/01/2023,23:59,303145527,-1001.380427,-7,,Xbox
31/01/2023,23:59,303145527,-1007.370427,-5.99,,Mojang Studios
31/01/2023,23:59,684967752,817.81375,-14.99,,Blizzard
31/01/2023,23:59,684967752,810.81375,-7,,Xbox
31/01/2023,23:59,157033995,94.89565,-12.99,,SquareOnix
31/01/2023,23:59,157033995,88.90565,-5.99,,Mojang Studios
31/01/2023,23:59,157033995,-11.09435,-100,,Grand Union BJJ
31/01/2023,23:59,157033995,-27.08435,-15.99,,Netflix
31/01/2023,23:59,710597922,-855.6501096,-7,,Xbox
31/01/2023,23:59,710597922,-870.6401096,-14.99,,Blizzard
31/01/2023,23:59,618363727,3997.305745,-7.99,,Disney
31/01/2023,23:59,618363727,3981.315745,-15.99,,Netflix
31/01/2023,23:59,618363727,3962.325745,-18.99,,PureGym
31/01/2023,23:59,618747955,425.0898627,-18.99,,PureGym
31/01/2023,23:59,618747955,419.0998627,-5.99,,Mojang Studios
31/01/2023,23:59,618747955,412.0998627,-7,,Xbox
31/01/2023,23:59,618747955,396.1098627,-15.99,,Netflix
31/01/2023,23:59,618747955,296.1098627,-100,,Grand Union BJJ
31/01/2023,23:59,658100753,5907.073878,-18.99,,PureGym
31/01/2023,23:59,835307842,-955.6613222,-7.99,,Disney
31/01/2023,23:59,835307842,-961.6513222,-5.99,,Mojang Studios
31/01/2023,23:59,835307842,-980.6413222,-18.99,,PureGym
31/01/2023,23:59,835307842,-1080.641322,-100,,Grand Union BJJ
31/01/2023,23:59,184102451,-33.27,-18.99,,PureGym
31/01/2023,23:59,184102451,-133.27,-100,,Grand Union BJJ
31/01/2023,23:59,184102451,-149.26,-15.99,,Netflix
31/01/2023,23:59,184102451,-157.25,-7.99,,Amazon
31/01/2023,23:59,184102451,-170.24,-12.99,,SquareOnix
31/01/2023,23:59,184102451,-177.24,-7,,Xbox
31/01/2023,23:59,184102451,-192.23,-14.99,,Blizzard
31/01/2023,23:59,189418402,-701.51785,-18.99,,PureGym
31/01/2023,23:59,189418402,-707.50785,-5.99,,Mojang Studios
31/01/2023,23:59,189418402,-723.49785,-15.99,,Netflix
31/01/2023,23:59,189418402,-731.48785,-7.99,,Disney
31/01/2023,23:59,908273315,-37.35899658,-7.99,,Amazon
31/01/2023,23:59,908273315,-52.34899658,-14.99,,Blizzard
31/01/2023,23:59,908273315,-59.34899658,-7,,Xbox
31/01/2023,23:59,908273315,-72.33899658,-12.99,,SquareOnix
31/01/2023,23:59,908273315,-91.32899658,-18.99,,PureGym
31/01/2023,23:59,778200498,237.1572684,-15.99,,Netflix
31/01/2023,23:59,778200498,218.1672684,-18.99,,PureGym
31/01/2023,23:59,778200498,205.1772684,-12.99,,SquareOnix
31/01/2023,23:59,778200498,199.1872684,-5.99,,Mojang Studios
31/01/2023,23:59,778200498,99.18726845,-100,,Grand Union BJJ
31/01/2023,23:59,313806474,3805.239003,-100,,Grand Union BJJ
31/01/2023,23:59,313806474,3789.249003,-15.99,,Netflix
31/01/2023,23:59,313806474,3781.259003,-7.99,,Amazon
31/01/2023,23:59,313806474,3775.269003,-5.99,,Mojang Studios
31/01/2023,23:59,313806474,3756.279003,-18.99,,PureGym
31/01/2023,23:59,938302791,2003.77,-15.99,,Netflix
31/01/2023,23:59,938302791,1984.78,-18.99,,PureGym
31/01/2023,23:59,938302791,1969.79,-14.99,,Blizzard
31/01/2023,23:59,938302791,1962.79,-7,,Xbox
31/01/2023,23:59,938302791,1947.8,-14.99,,Blizzard
31/01/2023,23:59,266056908,3986.144822,-15.99,,Netflix
31/01/2023,23:59,266056908,3978.154822,-7.99,,Disney
31/01/2023,23:59,266056908,3959.164822,-18.99,,PureGym
31/01/2023,23:59,619428091,4606.991749,-7.99,,Amazon
31/01/2023,23:59,619428091,4594.001749,-12.99,,SquareOnix
31/01/2023,23:59,916374214,4734.12257,-15.99,,Netflix
31/01/2023,23:59,916374214,4726.13257,-7.99,,Amazon
31/01/2023,23:59,916374214,4707.14257,-18.99,,PureGym
31/01/2023,23:59,916374214,4700.14257,-7,,Xbox
31/01/2023,23:59,213904562,2416.27015,-100,,Grand Union BJJ
31/01/2023,23:59,213904562,2400.28015,-15.99,,Netflix
31/01/2023,23:59,213904562,2381.29015,-18.99,,PureGym
31/01/2023,23:59,235567196,10.5223,-18.99,,PureGym
31/01/2023,23:59,235567196,-5.4677,-15.99,,Netflix
31/01/2023,23:59,235567196,-13.4577,-7.99,,Amazon
31/01/2023,23:59,235567196,-28.4477,-14.99,,Blizzard
31/01/2023,23:59,235567196,-128.4477,-100,,Grand Union BJJ
31/01/2023,23:59,417831169,1141.132068,-12.99,,SquareOnix
31/01/2023,23:59,417831169,1135.142068,-5.99,,Mojang Studios
01/02/2023,08:31,417831169,1129.52764,-5.61,,H&M
01/02/2023,09:13,684967752,760.82375,-49.99,,Hobbycraft
01/02/2023,09:26,684967752,660.84375,-99.98,,Game
01/02/2023,16:33,213904562,2344.54765,-36.74,,Selfridges
01/02/2023,18:49,619428091,4583.001749,-11,,Hobbycraft
02/02/2023,08:25,618363727,3926.472247,-35.85,,Lloyds Pharmacy
02/02/2023,08:44,658100753,5878.585278,-28.49,,Coop Local
02/02/2023,09:30,684967752,657.35375,-3.49,,Hobbycraft
02/02/2023,09:50,619428091,4533.011749,-49.99,,Collector Cave
02/02/2023,11:11,266056908,3949.174822,-9.99,,Foyles
02/02/2023,14:32,266056908,3947.184822,-1.99,,Hobbycraft
02/02/2023,17:31,417831169,999.5576401,-129.97,,Collector Cave
02/02/2023,17:33,938302791,1934.81,-12.99,,JD Sports
02/02/2023,17:45,938302791,1904.82,-29.99,,Collector Cave
02/02/2023,18:23,938302791,1849.82,-55,,TK Maxx
02/02/2023,18:45,189418402,-882.5692,-151.08,,Tesco Express
02/02/2023,18:47,619428091,4525.031749,-7.98,,Hobbycraft
02/02/2023,19:06,213904562,2308.07905,-36.47,,Tesco Express
03/02/2023,12:12,266056908,3940.194822,-6.99,,Foyles
03/02/2023,13:44,778200498,42.58911845,-56.6,,Coop Local
03/02/2023,16:41,684967752,601.37375,-55.98,,Hobbycraft
03/02/2023,17:22,658100753,5800.595278,-77.99,,JD Sports
04/02/2023,09:41,938302791,1843.83,-5.99,,Reebok
04/02/2023,09:49,619428091,4414.951749,-110.08,,Collector Cave
04/02/2023,10:12,916374214,4675.18257,-24.96,,Daunt Books
04/02/2023,10:12,266056908,3935.204822,-4.99,,Foyles
04/02/2023,10:59,313806474,3646.309003,-109.97,,Collector Cave
04/02/2023,14:00,619428091,4408.971749,-5.98,,Hobbycraft
05/02/2023,09:17,619428091,3068.971749,-1340,157033995,
05/02/2023,09:17,157033995,1312.91565,1340,619428091,
05/02/2023,10:08,619428091,3053.976769,-14.99,,A Life on Canvas
05/02/2023,10:52,684967752,501.40375,-99.97,,Collector Cave
05/02/2023,10:59,916374214,4533.21257,-141.97,,JD Sports
05/02/2023,11:17,313806474,3586.309003,-60,,Revella
05/02/2023,11:35,313806474,3483.809003,-102.5,,Loosely Fitted
05/02/2023,12:05,618363727,3781.492247,-144.98,,JD Sports
05/02/2023,12:23,313806474,3477.819003,-5.99,,Hobbycraft
05/02/2023,12:46,658100753,5747.625278,-52.97,,JD Sports
05/02/2023,12:46,313806474,3336.819003,-141,,Loosely Fitted
05/02/2023,13:17,266056908,3908.244822,-26.96,,Daunt Books
05/02/2023,13:19,313806474,3192.819003,-144,,H&M
05/02/2023,13:41,916374214,4414.21257,-119,,Revella
05/02/2023,13:46,313806474,3063.319003,-129.5,,Topshop
05/02/2023,14:04,313806474,3038.319003,-25,,TK Maxx
05/02/2023,14:10,916374214,4349.21257,-65,,Loosely Fitted
05/02/2023,14:28,313806474,2958.819003,-79.5,,Revella
05/02/2023,14:57,313806474,2933.819003,-25,,Revella
05/02/2023,14:59,916374214,4117.21257,-232,,Loosely Fitted
05/02/2023,15:24,916374214,3982.71257,-134.5,,H&M
05/02/2023,15:25,313806474,2908.819003,-25,,Loosely Fitted
05/02/2023,15:37,313806474,2789.319003,-119.5,,H&M
05/02/2023,15:50,916374214,3816.21257,-166.5,,H&M
05/02/2023,15:58,266056908,3747.727122,-160.52,,Tesco Express
05/02/2023,16:14,916374214,3642.21257,-174,,Topshop
06/02/2023,08:44,303145527,-1095.864427,-88.49,,Tesco Express
06/02/2023,09:35,184102451,-222.22,-29.99,,Collector Cave
06/02/2023,10:33,213904562,2189.6758,-118.4,,Tesco Express
06/02/2023,16:53,710597922,-952.1757596,-81.54,,Tesco Express
06/02/2023,17:23,213904562,2150.7058,-38.97,,Five Senses Art
06/02/2023,17:39,313806474,2764.319003,-25,,Adidas
06/02/2023,19:04,313806474,2712.708353,-51.61,,Tesco Express
07/02/2023,07:18,619428091,3021.237969,-32.74,,Fitted Stitch
07/02/2023,09:40,618363727,3477.937247,-303.56,,Tesco Express
07/02/2023,09:50,684967752,474.42375,-26.98,,Hobbycraft
07/02/2023,13:05,778200498,-40.94153155,-83.53,,Coop Local
07/02/2023,15:49,213904562,2140.7158,-9.99,,Foyles
07/02/2023,18:03,618747955,160.7092127,-135.4,,Sainsbury Local
08/02/2023,09:14,266056908,3547.747122,-199.98,,JD Sports
08/02/2023,17:51,313806474,2691.738353,-20.97,,Daunt Books
09/02/2023,10:09,619428091,3012.227969,-9.01,,Hobbycraft
09/02/2023,17:46,417831169,969.5776401,-29.98,,Adidas
09/02/2023,18:23,908273315,-340.8835466,-249.55,,Tesco Express
09/02/2023,18:31,658100753,5719.985278,-27.64,,Deliveroo
10/02/2023,10:26,266056908,3532.767122,-14.98,,Daunt Books
10/02/2023,10:50,684967752,324.45375,-149.97,,Collector Cave
10/02/2023,16:32,684967752,294.46375,-29.99,,Hobbycraft
10/02/2023,17:28,417831169,939.5876401,-29.99,,Collector Cave
10/02/2023,20:09,213904562,2113.7658,-26.95,,JustEat
10/02/2023,20:39,684967752,204.39475,-90.07,,Tesco Express
11/02/2023,08:57,417831169,888.5555401,-51.03,,Tesco Express
11/02/2023,09:21,619428091,2912.157969,-100.07,,Collector Cave
11/02/2023,09:35,658100753,5586.005278,-133.98,,JD Sports
11/02/2023,10:44,916374214,3613.25257,-28.96,,Foyles
11/02/2023,12:48,618363727,3475.947247,-1.99,,Hobbycraft
11/02/2023,16:18,189418402,-917.7392,-35.17,,Deliveroo
11/02/2023,16:22,266056908,3526.777122,-5.99,,Foyles
12/02/2023,01:46,658100753,3076.005278,-2510,189418402,
12/02/2023,01:46,189418402,1592.2608,2510,658100753,
12/02/2023,10:13,417831169,788.5755401,-99.98,,Collector Cave
12/02/2023,10:16,619428091,2907.167969,-4.99,,Hobbycraft
12/02/2023,11:52,157033995,1218.0534,-94.86,,Tesco Express
12/02/2023,12:05,619428091,2878.987969,-28.18,,JustEat
12/02/2023,12:57,778200498,-220.1124816,-179.17,,Coop Local
12/02/2023,14:08,266056908,3506.807122,-19.97,,Foyles
12/02/2023,14:56,658100753,2963.151278,-112.85,,Coop Local
13/02/2023,02:56,916374214,3567.521826,-45.73,,Topshop
13/02/2023,07:08,618363727,3461.549807,-14.4,,Coop Local
13/02/2023,09:22,619428091,2875.997969,-2.99,,Hobbycraft
13/02/2023,09:30,213904562,2107.7758,-5.99,,Foyles
13/02/2023,09:45,266056908,3491.817122,-14.99,,Hobbycraft
13/02/2023,10:05,266056908,3397.114472,-94.7,,Coop Local
13/02/2023,16:13,213904562,1952.7958,-154.98,,JD Sports
13/02/2023,17:26,658100753,2952.52428,-10.63,,Coop Local
13/02/2023,18:33,313806474,2625.768353,-65.97,,Hobbycraft
13/02/2023,20:23,417831169,766.5855401,-21.99,,Deliveroo
14/02/2023,16:46,157033995,1189.6534,-28.4,,JustEat
15/02/2023,08:37,303145527,-1276.128427,-180.26,,Tesco Express
15/02/2023,09:21,619428091,2864.987969,-11.01,,Hobbycraft
15/02/2023,13:04,618747955,21.59786267,-139.11,,Tesco Express
15/02/2023,16:44,710597922,-1025.31246,-73.14,,Tesco Express
15/02/2023,17:53,938302791,1839.506725,-4.32,,Asda
15/02/2023,18:29,213904562,1808.33785,-144.46,,Tesco Express
16/02/2023,04:06,417831169,756.6475414,-9.94,,Fitted Stitch
16/02/2023,09:36,266056908,3369.154472,-27.96,,Foyles
16/02/2023,17:20,938302791,1826.526725,-12.98,,Hobbycraft
17/02/2023,06:18,916374214,3534.671826,-32.85,,Deliveroo
17/02/2023,10:05,189418402,1517.2708,-74.99,,JD Sports
17/02/2023,10:13,619428091,2858.997969,-5.99,,Hobbycraft
17/02/2023,10:25,189418402,1510.2808,-6.99,,Hobbycraft
17/02/2023,10:39,189418402,1481.3208,-28.96,,Daunt Books
17/02/2023,13:34,189418402,1410.4458,-70.88,,Loosely Fitted
17/02/2023,15:02,189418402,1288.2183,-122.23,,Loosely Fitted
17/02/2023,15:22,189418402,1158.1083,-130.11,,H&M
17/02/2023,15:47,189418402,1090.2483,-67.86,,H&M
17/02/2023,16:17,189418402,1016.0133,-74.23,,Topshop
17/02/2023,16:56,619428091,2821.940949,-37.06,,Hobbycraft
17/02/2023,17:35,417831169,706.6575414,-49.99,,Collector Cave
17/02/2023,17:54,313806474,2553.788353,-71.98,,Adidas
18/02/2023,09:28,313806474,2518.828353,-34.96,,Foyles
18/02/2023,09:43,189418402,996.0233,-19.99,,Game
18/02/2023,09:43,618363727,3378.949807,-82.6,,Revella
18/02/2023,09:48,916374214,3524.681826,-9.99,,Daunt Books
18/02/2023,10:05,916374214,3486.701826,-37.98,,JD Sports
18/02/2023,10:31,618363727,3308.969807,-69.98,,Game
18/02/2023,12:09,619428091,2791.920949,-30.02,,Collector Cave
18/02/2023,12:52,658100753,2808.19128,-144.33,,Coop Local
18/02/2023,14:13,417831169,636.5532414,-70.1,,Tesco Express
18/02/2023,14:18,618363727,3266.969807,-42,,H&M
18/02/2023,14:27,618363727,3041.569807,-225.4,,Topshop
18/02/2023,15:56,266056908,3259.668872,-109.49,,Tesco Express
18/02/2023,16:29,213904562,1770.38785,-37.95,,Foyles
18/02/2023,17:14,266056908,3240.698872,-18.97,,Foyles
18/02/2023,17:27,266056908,3211.728872,-28.97,,Craftastic
18/02/2023,17:54,213904562,1698.41785,-71.97,,Craftastic
19/02/2023,01:02,658100753,2777.24128,-30.95,,Deliveroo
19/02/2023,10:12,266056908,3078.728872,-133,,Revella
19/02/2023,10:24,157033995,1159.6734,-29.98,,JD Sports
19/02/2023,10:35,417831169,556.5732414,-79.98,,Collector Cave
19/02/2023,10:43,313806474,2478.848353,-39.98,,JD Sports
19/02/2023,10:44,266056908,2952.738872,-125.99,,Loosely Fitted
19/02/2023,11:03,266056908,2884.258872,-68.48,,Revella
19/02/2023,13:08,266056908,2843.278872,-40.98,,Revella
19/02/2023,13:36,619428091,2726.870949,-65.05,,Reebok
19/02/2023,14:51,157033995,1062.21765,-97.46,,Tesco Express
19/02/2023,15:29,417831169,476.5732414,-80,,Pets at Home
20/02/2023,06:17,684967752,167.14475,-37.25,,JustEat
20/02/2023,16:25,157033995,1007.71765,-54.5,,Fitted Stitch
20/02/2023,17:00,157033995,868.21765,-139.5,,Loosely Fitted
20/02/2023,17:19,916374214,3481.711826,-4.99,,Foyles
20/02/2023,17:23,157033995,677.21765,-191,,Loosely Fitted
20/02/2023,17:36,157033995,518.21765,-159,,H&M
20/02/2023,17:39,938302791,1801.526725,-25,,JD Sports
20/02/2023,17:54,938302791,1757.546725,-43.98,,JD Sports
20/02/2023,18:11,619428091,2707.740508,-19.13,,Boots
20/02/2023,18:42,266056908,2807.838872,-35.44,,Deliveroo
20/02/2023,18:44,619428091,2705.750508,-1.99,,Hobbycraft
21/02/2023,00:59,235567196,-164.4377,-35.99,,JustEat
21/02/2023,09:16,189418402,988.8733,-7.15,,Starbucks
21/02/2023,10:02,619428091,2697.760508,-7.99,,Hobbycraft
21/02/2023,19:05,778200498,-347.8523316,-127.74,,Coop Local
22/02/2023,06:37,619428091,2663.499969,-34.26,,Sainsbury Local
22/02/2023,07:25,916374214,3473.737909,-7.97,,H&M
22/02/2023,09:33,619428091,2583.439969,-80.06,,Collector Cave
22/02/2023,17:23,658100753,2747.25128,-29.99,,JD Sports
22/02/2023,17:41,908273315,-480.4337966,-139.55,,Tesco Express
23/02/2023,12:46,684967752,60.40175,-106.74,,Tesco Express
23/02/2023,15:21,266056908,2785.878872,-21.96,,Foyles
23/02/2023,17:44,658100753,2734.27128,-12.98,,Daunt Books
23/02/2023,20:23,313806474,2427.776353,-51.07,,Tesco Express
23/02/2023,20:27,213904562,1629.86965,-68.55,,Tesco Express
24/02/2023,12:23,619428091,2577.449969,-5.99,,Hobbycraft
24/02/2023,17:34,619428091,1627.449969,-950,157033995,
24/02/2023,17:33,157033995,1468.21765,950,619428091,
24/02/2023,17:36,916374214,3450.767909,-22.97,,Foyles
24/02/2023,20:28,417831169,437.8550857,-38.72,,Selfridges
24/02/2023,20:49,266056908,2649.081722,-136.8,,Tesco Express
24/02/2023,21:15,213904562,1622.557505,-7.31,,Lloyds Pharmacy
25/02/2023,08:44,618363727,2861.137807,-180.43,,Sainsbury Local
25/02/2023,09:14,417831169,337.8750857,-99.98,,Collector Cave
25/02/2023,09:17,916374214,3398.937809,-51.83,,Tesco Express
25/02/2023,19:52,619428091,1624.839434,-2.61,,Topshop
26/02/2023,09:23,417831169,255.3750857,-82.5,,Loosely Fitted
26/02/2023,09:27,266056908,2639.601722,-9.48,,Five Senses Art
26/02/2023,09:36,417831169,148.3750857,-107,,Loosely Fitted
26/02/2023,09:58,417831169,0.875085739,-147.5,,Loosely Fitted
26/02/2023,10:04,658100753,2643.98528,-90.29,,Loosely Fitted
26/02/2023,10:27,658100753,2536.19928,-107.79,,H&M
26/02/2023,10:41,417831169,-180.1249143,-181,,Loosely Fitted
26/02/2023,10:53,658100753,2501.19928,-35,,JD Sports
26/02/2023,10:56,157033995,1344.44785,-123.77,,Tesco Express
26/02/2023,11:51,417831169,-224.6249143,-44.5,,Loosely Fitted
26/02/2023,12:03,618363727,2829.147807,-31.99,,JD Sports
26/02/2023,12:22,417831169,-294.6249143,-70,,Loosely Fitted
26/02/2023,12:30,619428091,1618.829434,-6.01,,Hobbycraft
26/02/2023,12:43,417831169,-367.1249143,-72.5,,H&M
26/02/2023,13:15,658100753,2343.02728,-158.17,,Loosely Fitted
26/02/2023,13:42,618747955,-59.85798733,-81.46,,Tesco Express
26/02/2023,13:42,417831169,-529.6249143,-162.5,,Loosely Fitted
26/02/2023,13:42,658100753,2275.14128,-67.89,,H&M
26/02/2023,14:09,313806474,2424.286353,-3.49,,Five Senses Art
26/02/2023,15:19,417831169,-666.1249143,-136.5,,Loosely Fitted
26/02/2023,15:42,417831169,-801.1249143,-135,,H&M
26/02/2023,16:03,417831169,-855.6249143,-54.5,,Loosely Fitted
26/02/2023,16:50,213904562,1546.587505,-75.97,,A Life on Canvas
26/02/2023,17:06,658100753,2013.35528,-261.79,,Loosely Fitted
26/02/2023,17:40,658100753,1888.08328,-125.27,,H&M
27/02/2023,09:09,658100753,1790.58028,-97.5,,Coop Local
27/02/2023,09:17,619428091,1488.729434,-130.1,,Collector Cave
27/02/2023,16:41,710597922,-1081.11261,-55.8,,Tesco Express
27/02/2023,17:29,313806474,2354.306353,-69.98,,Game
27/02/2023,17:54,938302791,1657.556725,-99.99,,JD Sports
27/02/2023,18:21,189418402,910.88875,-77.98,,Tesco Express
28/02/2023,00:00,916374214,8691.737809,5292.8,,Green Park Academy
28/02/2023,00:00,157033995,3019.44785,1675,,Fitted Stitch
27/02/2023,23:59,157033995,2279.44785,-740,619428091,
27/02/2023,23:59,619428091,2228.729434,740,157033995,
28/02/2023,00:00,235567196,1735.5623,1900,,Revella
27/02/2023,23:59,235567196,1235.5623,-500,618747955,
27/02/2023,23:59,618747955,440.1420127,500,235567196,
28/02/2023,00:00,938302791,4499.216725,2841.66,,Lavender Primary
28/02/2023,09:32,266056908,2629.611722,-9.99,,Foyles
28/02/2023,09:50,235567196,1185.5723,-49.99,,Collector Cave
28/02/2023,13:51,235567196,1132.6423,-52.93,,Foyles
28/02/2023,15:23,235567196,1102.6523,-29.99,,JD Sports
28/02/2023,18:26,189418402,800.91875,-109.97,,Hobbycraft
28/02/2023,19:01,417831169,-943.7241143,-88.1,,Tesco Express
28/02/2023,19:10,684967752,-21.18325,-81.59,,Tesco Express
01/03/2023,00:00,618363727,5319.147807,2490,,Amazon
01/03/2023,00:00,313806474,6041.306353,3687,,Halifax
28/02/2023,23:59,313806474,5141.306353,-900,213904562,
28/02/2023,23:59,213904562,2446.587505,900,313806474,
01/03/2023,00:00,266056908,4341.611722,1712,,Kew House
01/03/2023,00:00,417831169,1926.275886,2870,,Pets at Home
28/02/2023,23:59,417831169,-373.7241143,-2300,684967752,
28/02/2023,23:59,684967752,2278.81675,2300,417831169,
01/03/2023,00:00,619428091,3824.729434,1596,,Happy Days Home
01/03/2023,00:00,658100753,4660.58028,2870,,Pets Corner
01/03/2023,00:00,916374214,7941.737809,-750,,LBG
01/03/2023,00:00,618363727,4493.147807,-826,,Halifax
01/03/2023,00:00,938302791,3780.216725,-719,,Halifax
01/03/2023,00:00,710597922,-1776.11261,-695,,Halifax
01/03/2023,00:00,157033995,1541.44785,-738,,Halifax
01/03/2023,00:00,235567196,204.6523,-898,,Halifax
01/03/2023,00:00,313806474,4239.306353,-902,,LBG
01/03/2023,00:00,189418402,59.91875,-741,,Halifax
01/03/2023,00:00,835307842,-1860.641322,-780,,Halifax
01/03/2023,00:00,684967752,1537.81675,-741,,LBG
28/02/2023,23:59,916374214,7925.747809,-15.99,,Netflix
28/02/2023,23:59,916374214,7917.757809,-7.99,,Amazon
28/02/2023,23:59,916374214,7898.767809,-18.99,,PureGym
28/02/2023,23:59,916374214,7883.777809,-14.99,,Blizzard
28/02/2023,23:59,916374214,7876.777809,-7,,Xbox
28/02/2023,23:59,618363727,4485.157807,-7.99,,Disney
28/02/2023,23:59,618363727,4469.167807,-15.99,,Netflix
28/02/2023,23:59,618363727,4450.177807,-18.99,,PureGym
28/02/2023,23:59,938302791,3764.226725,-15.99,,Netflix
28/02/2023,23:59,938302791,3745.236725,-18.99,,PureGym
28/02/2023,23:59,938302791,3738.236725,-7,,Xbox
28/02/2023,23:59,938302791,3723.246725,-14.99,,Blizzard
28/02/2023,23:59,908273315,-488.4237966,-7.99,,Amazon
28/02/2023,23:59,908273315,-494.4137966,-5.99,,Mojang Studios
28/02/2023,23:59,908273315,-513.4037966,-18.99,,PureGym
28/02/2023,23:59,710597922,-1783.11261,-7,,Xbox
28/02/2023,23:59,157033995,1526.45785,-14.99,,Blizzard
28/02/2023,23:59,157033995,1426.45785,-100,,Grand Union BJJ
28/02/2023,23:59,157033995,1410.46785,-15.99,,Netflix
28/02/2023,23:59,235567196,185.6623,-18.99,,PureGym
28/02/2023,23:59,235567196,169.6723,-15.99,,Netflix
28/02/2023,23:59,235567196,161.6823,-7.99,,Amazon
28/02/2023,23:59,235567196,146.6923,-14.99,,Blizzard
28/02/2023,23:59,235567196,46.6923,-100,,Grand Union BJJ
28/02/2023,23:59,313806474,4139.306353,-100,,Grand Union BJJ
28/02/2023,23:59,313806474,4123.316353,-15.99,,Netflix
28/02/2023,23:59,313806474,4115.326353,-7.99,,Amazon
28/02/2023,23:59,313806474,4108.326353,-7,,Xbox
28/02/2023,23:59,313806474,4095.336353,-12.99,,SquareOnix
28/02/2023,23:59,313806474,4088.336353,-7,,Xbox
28/02/2023,23:59,313806474,4069.346353,-18.99,,PureGym
28/02/2023,23:59,266056908,4325.621722,-15.99,,Netflix
28/02/2023,23:59,266056908,4317.631722,-7.99,,Disney
28/02/2023,23:59,266056908,4298.641722,-18.99,,PureGym
28/02/2023,23:59,189418402,40.92875,-18.99,,PureGym
28/02/2023,23:59,189418402,27.93875,-12.99,,SquareOnix
28/02/2023,23:59,189418402,20.93875,-7,,Xbox
28/02/2023,23:59,189418402,5.94875,-14.99,,Blizzard
28/02/2023,23:59,189418402,-9.04125,-14.99,,Blizzard
28/02/2023,23:59,189418402,-25.03125,-15.99,,Netflix
